algorithm;filename;run_number;internal_time;external_time;external_memory;opt;
mgreendp;rr_n2048-8-s170676c4282901.ukp;1;0.0232194;0.04;69452;4627593;
ordered_step_off;rr_n2048-9-s217121c4228857.ukp;1;0.0202287;0.03;69272;4761712;
terminating_step_off;rr_n2048-9-s217121c4228857.ukp;1;0.0120315;0.02;55304;4761712;
eduk;rr_n2048-9-s217121c4228857.ukp;1;0.01000;0.01;5596;4761712;
eduk2;rr_n2048-9-s217121c4228857.ukp;1;0.00000;0.00;4440;4761712;
cpp-mtu1;rr_n2048-9-s217121c4228857.ukp;1;0.000120627;0.01;3360;4761712;
cpp-mtu2;rr_n2048-9-s217121c4228857.ukp;1;0.000279765;0.03;3540;4761712;
mgreendp;rr_n2048-9-s217121c4228857.ukp;1;0.00883348;0.03;54708;4761712;
ordered_step_off;rr_n32768-0-s964192c68222042.ukp;1;0.990129;1.07;1070376;70209347;
terminating_step_off;rr_n32768-0-s964192c68222042.ukp;1;0.990929;1.07;1070412;70209347;
eduk;rr_n32768-0-s964192c68222042.ukp;1;1.67333;1.68;21212;70209347;
eduk2;rr_n32768-0-s964192c68222042.ukp;1;1.52333;1.54;18632;70209347;
cpp-mtu1;rr_n32768-0-s964192c68222042.ukp;1;;1800.00;4940;;
cpp-mtu2;rr_n32768-0-s964192c68222042.ukp;1;;1800.00;4244;;
mgreendp;rr_n32768-0-s964192c68222042.ukp;1;0.855022;0.92;1054028;70209347;
ordered_step_off;rr_n32768-1-s59271c68063533.ukp;1;0.449811;0.52;1067764;69723062;
terminating_step_off;rr_n32768-1-s59271c68063533.ukp;1;0.443917;0.52;1068032;69723062;
eduk;rr_n32768-1-s59271c68063533.ukp;1;1.11000;1.12;21400;69723062;
eduk2;rr_n32768-1-s59271c68063533.ukp;1;0.66333;0.68;18636;69723062;
cpp-mtu1;rr_n32768-1-s59271c68063533.ukp;1;709.009;709.08;4748;69723062;
cpp-mtu2;rr_n32768-1-s59271c68063533.ukp;1;;1800.00;4288;;
