algorithm;filename;run_number;total_iter;hex_sum_knapsack_time;hex_sum_sort_time;hex_sum_master_prob_time;hex_rolls;
mtu1_cutstock;N3C1W2_E.csp.txt;1;155;0x1.7743586f57d19p-10;0x1.167595e1dcb2p-11;0x1.76b3b0c707bbcp-7;0x1.07p+7;
cplex_cutstock;N3C1W2_E.csp.txt;1;128;0x1.3eac2004016c6p-2;0x0p+0;0x1.3f742fe3d995p-7;0x1.07p+7;
ukp5_fp_cutstock;N3C1W2_K.csp.txt;1;133;0x1.2e7476634d713p-10;0x1.2d922bde77918p-11;0x1.466065e01d7b2p-7;0x1.dfp+6;
ukp5_fp_ns_cutstock;N3C1W2_K.csp.txt;1;135;0x1.3cbbae529f706p-10;0x0p+0;0x1.6a8f68c6c6813p-7;0x1.dfp+6;
ukp5_int_cutstock;N3C1W2_K.csp.txt;1;135;0x1.297fa299eac4ap-10;0x1.0c8379a53b161p-11;0x1.4aa94f21d9cd3p-7;0x1.dfp+6;
ukp5_int_ns_cutstock;N3C1W2_K.csp.txt;1;135;0x1.1a929735aaf69p-10;0x0p+0;0x1.4dba911396be7p-7;0x1.dfp+6;
mtu1_cutstock;N3C1W2_K.csp.txt;1;136;0x1.30ca44a99f98bp-10;0x1.d02ebd3df4be6p-12;0x1.20541327a50a9p-7;0x1.dfp+6;
cplex_cutstock;N3C1W2_K.csp.txt;1;115;0x1.8771da9f03a22p-2;0x0p+0;0x1.3c459a57c9597p-7;0x1.dfp+6;
ukp5_fp_cutstock;N3C1W4_C.csp.txt;1;105;0x1.71563721ddd3ep-11;0x1.2dfc9b243bd22p-12;0x1.aaee55b390bbap-8;0x1.24p+7;
ukp5_fp_ns_cutstock;N3C1W4_C.csp.txt;1;105;0x1.288bb1c6d9654p-11;0x0p+0;0x1.6998ed43b228ep-8;0x1.24p+7;
ukp5_int_cutstock;N3C1W4_C.csp.txt;1;105;0x1.652d2b5c4f366p-11;0x1.059697dc801e3p-12;0x1.a921aa7d4a362p-8;0x1.24p+7;
ukp5_int_ns_cutstock;N3C1W4_C.csp.txt;1;105;0x1.27013a8174f97p-11;0x0p+0;0x1.6bd0aaf52e0c8p-8;0x1.24p+7;
mtu1_cutstock;N3C1W4_C.csp.txt;1;105;0x1.bea1cd0009a14p-11;0x1.18b7648e529c3p-12;0x1.c9cc787a4b5bep-8;0x1.24p+7;
cplex_cutstock;N3C1W4_C.csp.txt;1;97;0x1.173f8a485ca9ep-3;0x0p+0;0x1.932321b1f0418p-8;0x1.24p+7;
ukp5_fp_cutstock;N3C1W4_O.csp.txt;1;96;0x1.8e8ad05bab2ap-11;0x1.372382bc0782cp-12;0x1.aa6d7c5a43987p-8;0x1.1dp+7;
ukp5_fp_ns_cutstock;N3C1W4_O.csp.txt;1;96;0x1.1d27ae19d944ep-11;0x0p+0;0x1.5867ad04d2c4ep-8;0x1.1dp+7;
ukp5_int_cutstock;N3C1W4_O.csp.txt;1;96;0x1.ce06d5ff72decp-10;0x1.5e28aa433508fp-11;0x1.0edb0585e212fp-6;0x1.1dp+7;
ukp5_int_ns_cutstock;N3C1W4_O.csp.txt;1;96;0x1.6e382820c1a7bp-11;0x0p+0;0x1.b964cc43a125cp-8;0x1.1dp+7;
mtu1_cutstock;N3C1W4_O.csp.txt;1;96;0x1.49506fc8d489bp-11;0x1.a731dd9daa75ap-13;0x1.56572d4109681p-8;0x1.1dp+7;
cplex_cutstock;N3C1W4_O.csp.txt;1;86;0x1.0bd25ea0e3ffap-3;0x0p+0;0x1.741eba192fc0ap-8;0x1.1dp+7;
ukp5_fp_cutstock;N3C2W1_H.csp.txt;1;148;0x1.021d556a2e8bbp-9;0x1.6b96c95210658p-11;0x1.15cd1abf37d29p-6;0x1.5955555555555p+6;
ukp5_fp_ns_cutstock;N3C2W1_H.csp.txt;1;145;0x1.be06e9dcb0a37p-10;0x0p+0;0x1.27bdec00bc09dp-6;0x1.5955555555555p+6;
ukp5_int_cutstock;N3C2W1_H.csp.txt;1;134;0x1.bc2376159fbe5p-10;0x1.12abdcc5c6d1cp-11;0x1.ed31d62ab34bep-7;0x1.5955555555556p+6;
ukp5_int_ns_cutstock;N3C2W1_H.csp.txt;1;145;0x1.8b8ac0c15959dp-10;0x0p+0;0x1.fc6786c44c421p-7;0x1.5955555555556p+6;
mtu1_cutstock;N3C2W1_H.csp.txt;1;124;0x1.3a1829c271292p-10;0x1.e51d8427f5f0dp-12;0x1.c122b2e5f977p-7;0x1.5955555555556p+6;
cplex_cutstock;N3C2W1_H.csp.txt;1;123;0x1.33b792f633c5bp-1;0x0p+0;0x1.db99bdc58cab6p-7;0x1.5955555555553p+6;
ukp5_fp_cutstock;N3C2W1_N.csp.txt;1;135;0x1.cba49d7285f39p-10;0x1.2b3e8359a26fp-11;0x1.ed8d45bd125e7p-7;0x1.6cp+6;
ukp5_fp_ns_cutstock;N3C2W1_N.csp.txt;1;142;0x1.9805002b2f3fp-10;0x0p+0;0x1.065dd90a5905bp-6;0x1.6cp+6;
ukp5_int_cutstock;N3C2W1_N.csp.txt;1;123;0x1.db186a042ab1fp-10;0x1.09c9019124ab1p-11;0x1.f03fb48716f13p-7;0x1.6c00000000001p+6;
ukp5_int_ns_cutstock;N3C2W1_N.csp.txt;1;133;0x1.85992066c199ep-10;0x0p+0;0x1.0b0228348db75p-6;0x1.6bfffffffffffp+6;
mtu1_cutstock;N3C2W1_N.csp.txt;1;128;0x1.72dd0eb0bf474p-10;0x1.054541dc21064p-11;0x1.0ca5c8da82758p-6;0x1.6c00000000003p+6;
cplex_cutstock;N3C2W1_N.csp.txt;1;129;0x1.4c30428a608dep-1;0x0p+0;0x1.fc595ff63d673p-7;0x1.6cp+6;
ukp5_fp_cutstock;N3C2W2_M.csp.txt;1;188;0x1.b4e9451750179p-10;0x1.738a7778ee8f7p-11;0x1.d65fcf03c4edp-7;0x1.bp+6;
ukp5_fp_ns_cutstock;N3C2W2_M.csp.txt;1;197;0x1.9af984d581152p-10;0x0p+0;0x1.e9286d5c79d37p-7;0x1.bp+6;
ukp5_int_cutstock;N3C2W2_M.csp.txt;1;191;0x1.6fd75bfa854a2p-10;0x1.253bd74f3a589p-11;0x1.a1cd9aa80c793p-7;0x1.bp+6;
ukp5_int_ns_cutstock;N3C2W2_M.csp.txt;1;191;0x1.8188bce3b1d1ep-10;0x0p+0;0x1.c5da8a7a97cbdp-7;0x1.bp+6;
mtu1_cutstock;N3C2W2_M.csp.txt;1;187;0x1.c1d577ec1fceap-10;0x1.29a92cf0b51a6p-11;0x1.a47d830d910d1p-7;0x1.bp+6;
cplex_cutstock;N3C2W2_M.csp.txt;1;160;0x1.0d7479686588cp-1;0x0p+0;0x1.c9c2dfc1a4ae3p-7;0x1.bp+6;
ukp5_fp_cutstock;N3C2W2_S.csp.txt;1;155;0x1.4f23dd327e352p-10;0x1.0ec971789339cp-11;0x1.7f7e24f400424p-7;0x1.aap+6;
ukp5_fp_ns_cutstock;N3C2W2_S.csp.txt;1;150;0x1.1b652da39ea28p-10;0x0p+0;0x1.74ccfdec76d86p-7;0x1.aap+6;
ukp5_int_cutstock;N3C2W2_S.csp.txt;1;159;0x1.6b0506a50abc3p-10;0x1.1b777fbe5133ep-11;0x1.b44507823b952p-7;0x1.aap+6;
ukp5_int_ns_cutstock;N3C2W2_S.csp.txt;1;160;0x1.5082fa45d6cecp-10;0x0p+0;0x1.b284aaa7bc7acp-7;0x1.aap+6;
mtu1_cutstock;N3C2W2_S.csp.txt;1;157;0x1.afb7fa3e055abp-10;0x1.248f5f0bb1c28p-11;0x1.e3d1c15346f9fp-7;0x1.aap+6;
cplex_cutstock;N3C2W2_S.csp.txt;1;137;0x1.0a48d0310df2ap-1;0x0p+0;0x1.8e29d77275c6fp-7;0x1.aap+6;
ukp5_fp_cutstock;N3C2W4_C.csp.txt;1;230;0x1.ade2372871747p-10;0x1.4c9a626c5bc8fp-11;0x1.dd1e4d36d94a1p-7;0x1.07p+7;
ukp5_fp_ns_cutstock;N3C2W4_C.csp.txt;1;230;0x1.8e20d9583a42ap-10;0x0p+0;0x1.d536b3705a5bp-7;0x1.07p+7;
ukp5_int_cutstock;N3C2W4_C.csp.txt;1;230;0x1.7e0d0ff7b399dp-10;0x1.0b2123efa6f51p-11;0x1.ab59ace6f5b9fp-7;0x1.07p+7;
ukp5_int_ns_cutstock;N3C2W4_C.csp.txt;1;230;0x1.6bb2a2f75dbc8p-10;0x0p+0;0x1.acb83a18aa9bep-7;0x1.07p+7;
mtu1_cutstock;N3C2W4_C.csp.txt;1;230;0x1.1cae8c6fe56b3p-9;0x1.050c7bb0c7d6p-11;0x1.b521054473b39p-7;0x1.07p+7;
cplex_cutstock;N3C2W4_C.csp.txt;1;107;0x1.2478f97735fd9p-2;0x0p+0;0x1.ea1d19044cafbp-8;0x1.07p+7;
ukp5_fp_cutstock;N3C2W4_F.csp.txt;1;278;0x1.f96745c598365p-10;0x1.93aeaf3ba8888p-11;0x1.1a2ffdafd4d57p-6;0x1.cap+6;
ukp5_fp_ns_cutstock;N3C2W4_F.csp.txt;1;278;0x1.c7ca847316ce5p-10;0x0p+0;0x1.136a2a962ba61p-6;0x1.cap+6;
ukp5_int_cutstock;N3C2W4_F.csp.txt;1;278;0x1.00b70180d5f59p-9;0x1.70a127d8612a6p-11;0x1.23db4159bc8a3p-6;0x1.cap+6;
ukp5_int_ns_cutstock;N3C2W4_F.csp.txt;1;278;0x1.9eb5262bd285ap-10;0x0p+0;0x1.f80e32e26f39ap-7;0x1.cap+6;
mtu1_cutstock;N3C2W4_F.csp.txt;1;278;0x1.6c8ec0efec2e3p-9;0x1.646a6b61558e4p-11;0x1.1bf48b355b5fp-6;0x1.cap+6;
cplex_cutstock;N3C2W4_F.csp.txt;1;169;0x1.d23baeacd12eep-2;0x0p+0;0x1.a92b5ad54143p-7;0x1.cap+6;
ukp5_fp_cutstock;N3C3W1_J.csp.txt;1;159;0x1.066e36c7f0cdap-9;0x1.73d73d3e23fcbp-11;0x1.6df5bd6d199ap-6;0x1.01ddddddddddep+6;
ukp5_fp_ns_cutstock;N3C3W1_J.csp.txt;1;159;0x1.32b2f47851398p-9;0x0p+0;0x1.9d4dea54d9316p-6;0x1.01dddddddddddp+6;
ukp5_int_cutstock;N3C3W1_J.csp.txt;1;148;0x1.07a1092496e34p-9;0x1.3fb7500ddf669p-11;0x1.5aa04a0ce9728p-6;0x1.01ddddddddddep+6;
ukp5_int_ns_cutstock;N3C3W1_J.csp.txt;1;148;0x1.d002b73f71dadp-10;0x0p+0;0x1.3addf9924a116p-6;0x1.01ddddddddddep+6;
mtu1_cutstock;N3C3W1_J.csp.txt;1;148;0x1.855ff32720f8bp-10;0x1.33c32604f760bp-11;0x1.4fe73b0485425p-6;0x1.01ddddddddddep+6;
cplex_cutstock;N3C3W1_J.csp.txt;1;146;0x1.b198fe71be11p-1;0x0p+0;0x1.5641a4a9dccc6p-6;0x1.01dddddddddddp+6;
ukp5_fp_cutstock;N3C3W1_L.csp.txt;1;158;0x1.214f9fbf3c5a6p-9;0x1.9e9ba5d225ebfp-11;0x1.7cf06ca04d791p-6;0x1.0d8bf258bf259p+6;
ukp5_fp_ns_cutstock;N3C3W1_L.csp.txt;1;181;0x1.3d70342bbcd85p-9;0x0p+0;0x1.c9cd5f550b5b6p-6;0x1.0d8bf258bf259p+6;
ukp5_int_cutstock;N3C3W1_L.csp.txt;1;180;0x1.5aa669b6a7f24p-9;0x1.a556551016925p-11;0x1.d28b942e86e26p-6;0x1.0d8bf258bf258p+6;
ukp5_int_ns_cutstock;N3C3W1_L.csp.txt;1;163;0x1.2a85ff4cc091dp-9;0x0p+0;0x1.aa1ca0c1f9568p-6;0x1.0d8bf258bf259p+6;
mtu1_cutstock;N3C3W1_L.csp.txt;1;180;0x1.048e48f251049p-9;0x1.8eb3144793452p-11;0x1.d5cdd593f94eep-6;0x1.0d8bf258bf258p+6;
cplex_cutstock;N3C3W1_L.csp.txt;1;149;0x1.9eeedc389cf7p-1;0x0p+0;0x1.5f434d6dd830ep-6;0x1.0d8bf258bf259p+6;
ukp5_fp_cutstock;N3C3W2_H.csp.txt;1;250;0x1.75fcd3c80b138p-9;0x1.0bc93f8229991p-10;0x1.e5d3c9c129ab3p-6;0x1.4761642c8590bp+6;
ukp5_fp_ns_cutstock;N3C3W2_H.csp.txt;1;217;0x1.3577f5c9b5043p-9;0x0p+0;0x1.9e448b6ca7957p-6;0x1.4761642c85908p+6;
ukp5_int_cutstock;N3C3W2_H.csp.txt;1;247;0x1.58ab92c061849p-9;0x1.c8cdc248c2f04p-11;0x1.9a68c713d0418p-6;0x1.4761642c8590cp+6;
ukp5_int_ns_cutstock;N3C3W2_H.csp.txt;1;243;0x1.527587855ebep-9;0x0p+0;0x1.9fc5f47ca5535p-6;0x1.4761642c8590cp+6;
mtu1_cutstock;N3C3W2_H.csp.txt;1;244;0x1.39b24f03598dp-8;0x1.3b1b78c629334p-10;0x1.30d41e58634c3p-5;0x1.4761642c8590cp+6;
cplex_cutstock;N3C3W2_H.csp.txt;1;207;0x1.179197e4db03p+1;0x0p+0;0x1.91567455e83f5p-6;0x1.4761642c8590bp+6;
ukp5_fp_cutstock;N3C3W2_S.csp.txt;1;225;0x1.29a288221a539p-9;0x1.b0187ae4e764bp-11;0x1.99626615777a4p-6;0x1.3d406f74ae264p+6;
ukp5_fp_ns_cutstock;N3C3W2_S.csp.txt;1;237;0x1.3f1e2b97bbfcap-9;0x0p+0;0x1.a68a8be833b98p-6;0x1.3d406f74ae266p+6;
ukp5_int_cutstock;N3C3W2_S.csp.txt;1;241;0x1.4796057f34ad6p-9;0x1.b08faa5781f19p-11;0x1.a8f006c142deap-6;0x1.3d406f74ae265p+6;
ukp5_int_ns_cutstock;N3C3W2_S.csp.txt;1;255;0x1.495d9fa0f83b2p-9;0x0p+0;0x1.c9bf3886fc809p-6;0x1.3d406f74ae265p+6;
mtu1_cutstock;N3C3W2_S.csp.txt;1;251;0x1.488566171c626p-9;0x1.ae773277b2a52p-11;0x1.b4b911a668009p-6;0x1.3d406f74ae263p+6;
cplex_cutstock;N3C3W2_S.csp.txt;1;224;0x1.4477e9fa0cd46p+0;0x0p+0;0x1.ce56335734332p-6;0x1.3d406f74ae265p+6;
ukp5_fp_cutstock;N3C3W4_O.csp.txt;1;268;0x1.34689afca3b2ap-9;0x1.e85e9b0d597ccp-11;0x1.6778a2dc96f7cp-6;0x1.59ddddddddddep+6;
ukp5_fp_ns_cutstock;N3C3W4_O.csp.txt;1;267;0x1.2fdbff897c59ap-9;0x0p+0;0x1.82bc4a1519642p-6;0x1.59dddddddddddp+6;
ukp5_int_cutstock;N3C3W4_O.csp.txt;1;271;0x1.1e863925cca99p-9;0x1.afc815692efefp-11;0x1.5dc061d1ce8bbp-6;0x1.59ddddddddddep+6;
ukp5_int_ns_cutstock;N3C3W4_O.csp.txt;1;270;0x1.147dbb6ca81fp-9;0x0p+0;0x1.661023d35da48p-6;0x1.59dddddddddddp+6;
mtu1_cutstock;N3C3W4_O.csp.txt;1;274;0x1.231b4942d0456p-9;0x1.84ac6f00b62afp-11;0x1.5327a3f7b03fp-6;0x1.59ddddddddddep+6;
cplex_cutstock;N3C3W4_O.csp.txt;1;170;0x1.2246b45598c9fp+0;0x0p+0;0x1.08e60b3fd7b9ep-6;0x1.59ddddddddddfp+6;
ukp5_fp_cutstock;N3C3W4_S.csp.txt;1;264;0x1.32937b1c80ea2p-9;0x1.fe03eb35dd4b5p-11;0x1.a05253678eb8p-6;0x1.4c501bdd2b898p+6;
ukp5_fp_ns_cutstock;N3C3W4_S.csp.txt;1;262;0x1.122749f0e4dap-9;0x0p+0;0x1.7dbc2dee24e19p-6;0x1.4c501bdd2b89cp+6;
ukp5_int_cutstock;N3C3W4_S.csp.txt;1;264;0x1.13e00f5260fe6p-9;0x1.9df469963e12p-11;0x1.62b6af90372bbp-6;0x1.4c501bdd2b89cp+6;
ukp5_int_ns_cutstock;N3C3W4_S.csp.txt;1;271;0x1.2f3e061fffa4cp-9;0x0p+0;0x1.88d111776e181p-6;0x1.4c501bdd2b898p+6;
mtu1_cutstock;N3C3W4_S.csp.txt;1;260;0x1.20d93e7530aebp-9;0x1.8c09a7e34d31p-11;0x1.611b7f489bb66p-6;0x1.4c501bdd2b898p+6;
cplex_cutstock;N3C3W4_S.csp.txt;1;152;0x1.2679a2291b68bp+0;0x0p+0;0x1.effea0597c483p-7;0x1.4c501bdd2b898p+6;
ukp5_fp_cutstock;N3W1B1R2.csp.txt;1;377;0x1.f1b199d1b3f8bp-9;0x1.5e4ad2d0e19dfp-10;0x1.18666b6ee3e37p-5;0x1.0aaaaaaaaaaacp+6;
ukp5_fp_ns_cutstock;N3W1B1R2.csp.txt;1;372;0x1.029a5fce57f85p-8;0x0p+0;0x1.1ef7608df9163p-5;0x1.0aaaaaaaaaaabp+6;
ukp5_int_cutstock;N3W1B1R2.csp.txt;1;454;0x1.1e7d47ee1a139p-8;0x1.8abd665b06695p-10;0x1.4d51988a36358p-5;0x1.0aaaaaaaaaaacp+6;
ukp5_int_ns_cutstock;N3W1B1R2.csp.txt;1;454;0x1.2a8fb1ca791c4p-8;0x0p+0;0x1.517e1af433542p-5;0x1.0aaaaaaaaaaacp+6;
mtu1_cutstock;N3W1B1R2.csp.txt;1;449;0x1.99ed37b78d86ep-5;0x1.78ed5a3e98748p-10;0x1.475ab1f4a6a7cp-5;0x1.0aaaaaaaaaaaap+6;
cplex_cutstock;N3W1B1R2.csp.txt;1;408;0x1.dd91c91167979p+0;0x0p+0;0x1.58831ce6a6ce9p-5;0x1.0aaaaaaaaaaabp+6;
ukp5_fp_cutstock;N3W1B2R7.csp.txt;1;549;0x1.d83c34c2321dp-7;0x1.1b4686bbe02f1p-8;0x1.071b749d02513p-3;0x1.073851eb851ecp+6;
ukp5_fp_ns_cutstock;N3W1B2R7.csp.txt;1;542;0x1.0dfee78d53a17p-6;0x0p+0;0x1.11e0aa01fa33fp-3;0x1.073851eb851ecp+6;
ukp5_int_cutstock;N3W1B2R7.csp.txt;1;544;0x1.e2d2b0f0000b8p-7;0x1.fc2c7aa11fba1p-9;0x1.0f8bdb263d121p-3;0x1.073851eb851ebp+6;
ukp5_int_ns_cutstock;N3W1B2R7.csp.txt;1;544;0x1.0eb09008d4c3ap-6;0x0p+0;0x1.0fe69e40589bap-3;0x1.073851eb851ebp+6;
mtu1_cutstock;N3W1B2R7.csp.txt;1;541;0x1.873ff5636ee4fp-6;0x1.e4e52da7ea24fp-9;0x1.03ac6407cd901p-3;0x1.073851eb851ebp+6;
cplex_cutstock;N3W1B2R7.csp.txt;1;539;0x1.a457fde42d21dp+3;0x0p+0;0x1.18a50167f03a8p-3;0x1.073851eb851ebp+6;
ukp5_fp_cutstock;N3W1B3R4.csp.txt;1;514;0x1.af3b930f4d0b7p-6;0x1.4070c49f67f61p-8;0x1.c0d7f57d78aefp-3;0x1.0e73b645a1cacp+6;
ukp5_fp_ns_cutstock;N3W1B3R4.csp.txt;1;537;0x1.97eec443665bdp-6;0x0p+0;0x1.b6e7804ebc484p-3;0x1.0e73b645a1cabp+6;
ukp5_int_cutstock;N3W1B3R4.csp.txt;1;546;0x1.d913a35c214f4p-6;0x1.26378868aaf55p-8;0x1.bee2989105f75p-3;0x1.0e73b645a1cacp+6;
ukp5_int_ns_cutstock;N3W1B3R4.csp.txt;1;546;0x1.968f02e7bbe61p-6;0x0p+0;0x1.b4a94703162c1p-3;0x1.0e73b645a1cacp+6;
mtu1_cutstock;N3W1B3R4.csp.txt;1;544;0x1.58b2d678ea6fp-6;0x1.1332de5fd8693p-8;0x1.b37ed5956aadap-3;0x1.0e73b645a1ca9p+6;
cplex_cutstock;N3W1B3R4.csp.txt;1;489;0x1.72da4d8337fbp+3;0x0p+0;0x1.bd2a987c5a919p-3;0x1.0e73b645a1cabp+6;
ukp5_fp_cutstock;N3W2B1R4.csp.txt;1;192;0x1.a027276142e61p-9;0x1.b6c75a7aa8709p-11;0x1.8ce9b50755ac5p-6;0x1.3ca9fbe76c8b5p+5;
ukp5_fp_ns_cutstock;N3W2B1R4.csp.txt;1;188;0x1.18ecad5f40a4ap-8;0x0p+0;0x1.4d21b155a2f48p-6;0x1.3ca9fbe76c8b6p+5;
ukp5_int_cutstock;N3W2B1R4.csp.txt;1;197;0x1.8a2f299f71dc2p-9;0x1.79ba5ebeafdc2p-11;0x1.6e0ac9766fe2bp-6;0x1.3ca9fbe76c8b4p+5;
ukp5_int_ns_cutstock;N3W2B1R4.csp.txt;1;197;0x1.2049e641d7aaap-8;0x0p+0;0x1.6f6d316cf0aa5p-6;0x1.3ca9fbe76c8b4p+5;
mtu1_cutstock;N3W2B1R4.csp.txt;1;197;0x1.560842cd37b45p-6;0x1.53453b37526b7p-11;0x1.635a064a8bae4p-6;0x1.3ca9fbe76c8b4p+5;
cplex_cutstock;N3W2B1R4.csp.txt;1;160;0x1.074642cb67d91p+2;0x0p+0;0x1.42e5bccc935acp-6;0x1.3ca9fbe76c8b4p+5;
ukp5_fp_cutstock;N3W2B2R2.csp.txt;1;242;0x1.90a80369c1e55p-8;0x1.e470e988558a9p-10;0x1.3543e122bc8ffp-5;0x1.365c28f5c28f6p+5;
ukp5_fp_ns_cutstock;N3W2B2R2.csp.txt;1;229;0x1.42b1e559a551ap-7;0x0p+0;0x1.3b5ff9a9937b9p-5;0x1.365c28f5c28f7p+5;
ukp5_int_cutstock;N3W2B2R2.csp.txt;1;244;0x1.ac1a35f26675cp-8;0x1.a8df4b994a583p-10;0x1.4ccc4d8fc49d8p-5;0x1.365c28f5c28f8p+5;
ukp5_int_ns_cutstock;N3W2B2R2.csp.txt;1;244;0x1.3e470fab66174p-7;0x0p+0;0x1.345f45e94be6dp-5;0x1.365c28f5c28f8p+5;
mtu1_cutstock;N3W2B2R2.csp.txt;1;231;0x1.651dcd2ba88b9p-8;0x1.6ff36929f659ap-10;0x1.365b9a96aae2dp-5;0x1.365c28f5c28f4p+5;
cplex_cutstock;N3W2B2R2.csp.txt;1;224;0x1.6d138020b2e43p+2;0x0p+0;0x1.3fe5f499a3075p-5;0x1.365c28f5c28f6p+5;
ukp5_fp_cutstock;N3W2B3R2.csp.txt;1;283;0x1.5a9e6b295d8afp-7;0x1.5fa726ed4c159p-9;0x1.0d4c572431c13p-4;0x1.35978d4fdf3b8p+5;
ukp5_fp_ns_cutstock;N3W2B3R2.csp.txt;1;268;0x1.cb502ababead7p-7;0x0p+0;0x1.ef30b029b187bp-5;0x1.35978d4fdf3b7p+5;
ukp5_int_cutstock;N3W2B3R2.csp.txt;1;277;0x1.446b7d2f33522p-7;0x1.101fddc0e5e3ep-9;0x1.008bd7a04ba0bp-4;0x1.35978d4fdf3b4p+5;
ukp5_int_ns_cutstock;N3W2B3R2.csp.txt;1;277;0x1.c4d35096e8b1bp-7;0x0p+0;0x1.010a6c14a62a6p-4;0x1.35978d4fdf3b4p+5;
mtu1_cutstock;N3W2B3R2.csp.txt;1;254;0x1.c71057328e3f3p-8;0x1.e02d8551ec8fap-10;0x1.c3f733b13afebp-5;0x1.35978d4fdf3b8p+5;
cplex_cutstock;N3W2B3R2.csp.txt;1;260;0x1.1c17ba95d75bfp+2;0x0p+0;0x1.f45362ed4ee6fp-5;0x1.35978d4fdf3b8p+5;
ukp5_fp_cutstock;N3W3B1R4.csp.txt;1;99;0x1.8269e359bd46dp-10;0x1.5a3da7f00d5dbp-12;0x1.1fa4edd801abbp-7;0x1.c25e353f7ced8p+4;
ukp5_fp_ns_cutstock;N3W3B1R4.csp.txt;1;96;0x1.80b7fee80595fp-9;0x0p+0;0x1.3d054ec966bbbp-7;0x1.c25e353f7cedcp+4;
ukp5_int_cutstock;N3W3B1R4.csp.txt;1;96;0x1.8026abe64d515p-10;0x1.296006e202a52p-12;0x1.1a7a506457a9ap-7;0x1.c25e353f7cedcp+4;
ukp5_int_ns_cutstock;N3W3B1R4.csp.txt;1;96;0x1.3eccc46950fc6p-9;0x0p+0;0x1.24094bd085604p-7;0x1.c25e353f7cedcp+4;
mtu1_cutstock;N3W3B1R4.csp.txt;1;96;0x1.d935f7efcc674p-10;0x1.d9a338c384be6p-13;0x1.e72876496603p-8;0x1.c25e353f7cedcp+4;
cplex_cutstock;N3W3B1R4.csp.txt;1;95;0x1.fb1fed055178cp+0;0x0p+0;0x1.2b291f444f207p-7;0x1.c25e353f7ced9p+4;
ukp5_fp_cutstock;N3W3B2R6.csp.txt;1;143;0x1.6a91c43828bb7p-9;0x1.ac308ed7e36ffp-11;0x1.f1d3a2290a3a6p-7;0x1.c676c8b43958p+4;
ukp5_fp_ns_cutstock;N3W3B2R6.csp.txt;1;152;0x1.ad10f8536beb6p-8;0x0p+0;0x1.2de8a53446478p-6;0x1.c676c8b439583p+4;
ukp5_int_cutstock;N3W3B2R6.csp.txt;1;143;0x1.8b86dc52a6c0fp-9;0x1.8b57aedff43e6p-11;0x1.1d2f84eca8234p-6;0x1.c676c8b439581p+4;
ukp5_int_ns_cutstock;N3W3B2R6.csp.txt;1;143;0x1.68664a25acd19p-8;0x0p+0;0x1.1cf5c37fe0cfbp-6;0x1.c676c8b439581p+4;
mtu1_cutstock;N3W3B2R6.csp.txt;1;143;0x1.68ec862e357aep-9;0x1.77662cc97b787p-11;0x1.1c1db5fc0379cp-6;0x1.c676c8b439581p+4;
cplex_cutstock;N3W3B2R6.csp.txt;1;153;0x1.5033bb051b955p+1;0x0p+0;0x1.547891a5f409dp-6;0x1.c676c8b439581p+4;
ukp5_fp_cutstock;N3W3B3R3.csp.txt;1;211;0x1.86ce2dfe7396ap-8;0x1.c5e35fc77708bp-10;0x1.130434ff216eep-5;0x1.c774bc6a7ef9cp+4;
ukp5_fp_ns_cutstock;N3W3B3R3.csp.txt;1;213;0x1.665a15e4dd7ecp-7;0x0p+0;0x1.3401b3ce120aep-5;0x1.c774bc6a7ef9dp+4;
ukp5_int_cutstock;N3W3B3R3.csp.txt;1;204;0x1.8cc3250bdbb4p-8;0x1.794634642d1dbp-10;0x1.1cdec28fff5e6p-5;0x1.c774bc6a7ef9ep+4;
ukp5_int_ns_cutstock;N3W3B3R3.csp.txt;1;197;0x1.476b39090b166p-7;0x0p+0;0x1.1b53ec43e9168p-5;0x1.c774bc6a7ef95p+4;
mtu1_cutstock;N3W3B3R3.csp.txt;1;201;0x1.4293fd922b55p-8;0x1.684925c9fa463p-10;0x1.1039bafb82dc9p-5;0x1.c774bc6a7ef9dp+4;
cplex_cutstock;N3W3B3R3.csp.txt;1;196;0x1.3dbac5747a0b5p+1;0x0p+0;0x1.0460866c5a0a2p-5;0x1.c774bc6a7ef98p+4;
ukp5_fp_cutstock;N3W4B1R7.csp.txt;1;59;0x1.b20191c7e0765p-11;0x1.77bc7a194babap-13;0x1.23f919060b5d1p-8;0x1.6374bc6a7ef9fp+4;
ukp5_fp_ns_cutstock;N3W4B1R7.csp.txt;1;60;0x1.5ec8a71216f2cp-10;0x0p+0;0x1.eb1d6fd275d93p-9;0x1.6374bc6a7ef9dp+4;
ukp5_int_cutstock;N3W4B1R7.csp.txt;1;58;0x1.f7b981e3bccadp-10;0x1.60e2fffb33a3bp-12;0x1.5d609255c74b8p-7;0x1.6374bc6a7ef9dp+4;
ukp5_int_ns_cutstock;N3W4B1R7.csp.txt;1;58;0x1.a5d47f37876fap-10;0x0p+0;0x1.5597a19cc84d4p-8;0x1.6374bc6a7ef9dp+4;
mtu1_cutstock;N3W4B1R7.csp.txt;1;58;0x1.130a37ab2bd7p-11;0x1.dced090af42d5p-14;0x1.e3692ca58ba67p-9;0x1.6374bc6a7ef9dp+4;
