algorithm;filename;run_number;total_iter;hex_sum_knapsack_time;hex_sum_sort_time;hex_sum_master_prob_time;hex_rolls;
cplex_cutstock;BPP_200_500_0.2_0.8_5.csp.txt;1;456;0x1.ca3deaa08c156p+1;0x0p+0;0x1.e2ddfbfcc3be1p-5;0x1.a4p+6;
ukp5_fp_cutstock;BPP_200_50_0.1_0.7_6.csp.txt;1;57;0x1.cafdfbd50942ap-12;0x1.34ce3de6149c6p-13;0x1.4d9d935f7efcdp-8;0x1.419999999999bp+6;
ukp5_fp_ns_cutstock;BPP_200_50_0.1_0.7_6.csp.txt;1;62;0x1.3682b7c496b73p-12;0x0p+0;0x1.e32531706e04ep-9;0x1.4199999999999p+6;
ukp5_int_cutstock;BPP_200_50_0.1_0.7_6.csp.txt;1;55;0x1.b43096175076p-11;0x1.f0ad491b4954p-13;0x1.3a39f3d2dc41bp-7;0x1.4199999999999p+6;
ukp5_int_ns_cutstock;BPP_200_50_0.1_0.7_6.csp.txt;1;57;0x1.d55883f209ea8p-12;0x0p+0;0x1.63f3f05238064p-8;0x1.419999999999ap+6;
mtu1_cutstock;BPP_200_50_0.1_0.7_6.csp.txt;1;55;0x1.3edd9c8efd9a9p-12;0x1.d96b631cd2404p-14;0x1.3572e069af128p-8;0x1.4199999999999p+6;
cplex_cutstock;BPP_200_50_0.1_0.7_6.csp.txt;1;58;0x1.321df8388b61cp-3;0x0p+0;0x1.1cddbe2e1ae7ep-8;0x1.419999999999ap+6;
ukp5_fp_cutstock;BPP_200_50_0.1_0.8_6.csp.txt;1;49;0x1.0d723f9eb7a1ep-12;0x1.7a83d4b65033ap-14;0x1.5e1b0abfc3f22p-9;0x1.8600000000001p+6;
ukp5_fp_ns_cutstock;BPP_200_50_0.1_0.8_6.csp.txt;1;45;0x1.bb34b01c23326p-13;0x0p+0;0x1.4ccabc84deaa4p-9;0x1.86p+6;
ukp5_int_cutstock;BPP_200_50_0.1_0.8_6.csp.txt;1;42;0x1.60afdcebc29ffp-11;0x1.beb20a874b162p-13;0x1.e61d73e1d7a98p-8;0x1.86p+6;
ukp5_int_ns_cutstock;BPP_200_50_0.1_0.8_6.csp.txt;1;42;0x1.5f009f14e1413p-12;0x0p+0;0x1.0052061859236p-8;0x1.86p+6;
mtu1_cutstock;BPP_200_50_0.1_0.8_6.csp.txt;1;43;0x1.0f357d0f753ep-12;0x1.ab11775ce9f73p-14;0x1.eaba03d88ddc7p-9;0x1.86p+6;
cplex_cutstock;BPP_200_50_0.1_0.8_6.csp.txt;1;43;0x1.9bdd5b06d92f9p-4;0x0p+0;0x1.84d3c267f793bp-9;0x1.86p+6;
ukp5_fp_cutstock;BPP_200_50_0.2_0.7_8.csp.txt;1;52;0x1.4e17d4ccba474p-12;0x1.d6d097eeafdc9p-14;0x1.e1ffdc3b2135bp-9;0x1.70aaaaaaaaaaap+6;
ukp5_fp_ns_cutstock;BPP_200_50_0.2_0.7_8.csp.txt;1;52;0x1.a6a6d0ed4b7aep-13;0x0p+0;0x1.48492b285dfe7p-9;0x1.70aaaaaaaaaaap+6;
ukp5_int_cutstock;BPP_200_50_0.2_0.7_8.csp.txt;1;54;0x1.539bef9b6a0f7p-11;0x1.d6a1e2be50b2fp-13;0x1.0153fb5d618dap-7;0x1.70aaaaaaaaaaap+6;
ukp5_int_ns_cutstock;BPP_200_50_0.2_0.7_8.csp.txt;1;54;0x1.66861be36061fp-12;0x0p+0;0x1.17cdab5dd60dep-8;0x1.70aaaaaaaaaaap+6;
mtu1_cutstock;BPP_200_50_0.2_0.7_8.csp.txt;1;56;0x1.269d81385767fp-12;0x1.7c9ba0c9a86fp-14;0x1.d96a47a50dc9ap-9;0x1.70aaaaaaaaaaap+6;
cplex_cutstock;BPP_200_50_0.2_0.7_8.csp.txt;1;41;0x1.43b9989288835p-4;0x0p+0;0x1.52e29d65f9509p-9;0x1.70aaaaaaaaaaap+6;
ukp5_fp_cutstock;BPP_200_50_0.2_0.8_4.csp.txt;1;54;0x1.eb23f244f8cfdp-13;0x1.4c09b2a014a1bp-14;0x1.598820643d5b2p-9;0x1.a6p+6;
ukp5_fp_ns_cutstock;BPP_200_50_0.2_0.8_4.csp.txt;1;54;0x1.45dc9ce8476b7p-12;0x0p+0;0x1.e8c00c38e2388p-9;0x1.a6p+6;
ukp5_int_cutstock;BPP_200_50_0.2_0.8_4.csp.txt;1;54;0x1.9c8c2c0c92236p-11;0x1.fcdd944ddde1fp-13;0x1.2be12277d7b08p-7;0x1.a6p+6;
ukp5_int_ns_cutstock;BPP_200_50_0.2_0.8_4.csp.txt;1;54;0x1.0f2d086598facp-11;0x0p+0;0x1.8b754fc97d1d3p-8;0x1.a6p+6;
mtu1_cutstock;BPP_200_50_0.2_0.8_4.csp.txt;1;54;0x1.82dda69ff8947p-13;0x1.180b98174117dp-14;0x1.5259a5490b72dp-9;0x1.a6p+6;
cplex_cutstock;BPP_200_50_0.2_0.8_4.csp.txt;1;46;0x1.70d08daa2abfp-4;0x0p+0;0x1.6c39d3d01012p-9;0x1.a6p+6;
ukp5_fp_cutstock;BPP_200_750_0.1_0.7_4.csp.txt;1;574;0x1.6202505eb48dap-6;0x1.490292d75d9f6p-8;0x1.69bc7c2ddf1c2p-3;0x1.3c9b675f0bcb3p+6;
ukp5_fp_ns_cutstock;BPP_200_750_0.1_0.7_4.csp.txt;1;590;0x1.426200b746387p-6;0x0p+0;0x1.70253d1523168p-3;0x1.3c9b675f0bcb3p+6;
ukp5_int_cutstock;BPP_200_750_0.1_0.7_4.csp.txt;1;544;0x1.38aceea4d2a16p-6;0x1.0eba873ebcee2p-8;0x1.4611575186c1cp-3;0x1.3c9b675f0bcb2p+6;
ukp5_int_ns_cutstock;BPP_200_750_0.1_0.7_4.csp.txt;1;544;0x1.1c8d8e6247b78p-6;0x0p+0;0x1.46d87ba407a8cp-3;0x1.3c9b675f0bcb2p+6;
mtu1_cutstock;BPP_200_750_0.1_0.7_4.csp.txt;1;544;0x1.ce536d98e84c9p-6;0x1.f0eba9cb84bd3p-9;0x1.3f860c045661fp-3;0x1.3c9b675f0bcb2p+6;
cplex_cutstock;BPP_200_750_0.1_0.7_4.csp.txt;1;524;0x1.0bfd44f82ca1fp+5;0x0p+0;0x1.4ba323e494477p-3;0x1.3c9b675f0bcb3p+6;
ukp5_fp_cutstock;BPP_200_750_0.1_0.8_0.csp.txt;1;631;0x1.1293ad93c3e41p-6;0x1.52a58320a0227p-8;0x1.1d8ad5c2a5e88p-3;0x1.6534e7802d72ep+6;
ukp5_fp_ns_cutstock;BPP_200_750_0.1_0.8_0.csp.txt;1;622;0x1.d10c8d012fd69p-7;0x0p+0;0x1.124c04f771cdp-3;0x1.6534e7802d72ap+6;
ukp5_int_cutstock;BPP_200_750_0.1_0.8_0.csp.txt;1;670;0x1.15ffa9a18223bp-6;0x1.3cae1766344dbp-8;0x1.324a413090b0ep-3;0x1.6534e7802d728p+6;
ukp5_int_ns_cutstock;BPP_200_750_0.1_0.8_0.csp.txt;1;673;0x1.ea98f49ce440dp-7;0x0p+0;0x1.2edd776157d61p-3;0x1.6534e7802d728p+6;
mtu1_cutstock;BPP_200_750_0.1_0.8_0.csp.txt;1;643;0x1.b0dc4ed3804dap-6;0x1.1889d36cbdddp-8;0x1.38f9508e62d9ep-3;0x1.6534e7802d72cp+6;
cplex_cutstock;BPP_200_750_0.1_0.8_0.csp.txt;1;522;0x1.9c1db5a25b2b4p+4;0x0p+0;0x1.1aa91073da5c1p-3;0x1.6534e7802d72ep+6;
ukp5_fp_cutstock;BPP_200_750_0.2_0.7_3.csp.txt;1;1217;0x1.1d6891f5f2713p-6;0x1.f950e4491548p-8;0x1.2c9952a1e369ep-3;0x1.778p+6;
ukp5_fp_ns_cutstock;BPP_200_750_0.2_0.7_3.csp.txt;1;1186;0x1.e947aa9720772p-7;0x0p+0;0x1.2149d5b701335p-3;0x1.777fffffffffep+6;
ukp5_int_cutstock;BPP_200_750_0.2_0.7_3.csp.txt;1;1220;0x1.0a9d83c52d2cep-6;0x1.b7b74482ef663p-8;0x1.21c63e3d52713p-3;0x1.7780000000001p+6;
ukp5_int_ns_cutstock;BPP_200_750_0.2_0.7_3.csp.txt;1;1220;0x1.d817071c6db8ap-7;0x0p+0;0x1.1ba174c9197d7p-3;0x1.7780000000001p+6;
mtu1_cutstock;BPP_200_750_0.2_0.7_3.csp.txt;1;1230;0x1.39d1d541b2ca5p-5;0x1.a5edff9134097p-8;0x1.247ffaae7ed06p-3;0x1.777ffffffffffp+6;
cplex_cutstock;BPP_200_750_0.2_0.7_3.csp.txt;1;899;0x1.abd255e44951bp+2;0x0p+0;0x1.f2edddb5f592p-4;0x1.778p+6;
ukp5_fp_cutstock;BPP_200_750_0.2_0.8_5.csp.txt;1;1043;0x1.f14bdf48f2af2p-7;0x1.c02b2d192c907p-8;0x1.006b06ab8d2e5p-3;0x1.8055555555557p+6;
ukp5_fp_ns_cutstock;BPP_200_750_0.2_0.8_5.csp.txt;1;1019;0x1.a2ee7b8d02f6ap-7;0x0p+0;0x1.ec3a71ebd5a6ep-4;0x1.8055555555555p+6;
ukp5_int_cutstock;BPP_200_750_0.2_0.8_5.csp.txt;1;1079;0x1.f076a8b16d27ap-7;0x1.a57c5dc0f2c6cp-8;0x1.128afbd8394ep-3;0x1.8055555555558p+6;
ukp5_int_ns_cutstock;BPP_200_750_0.2_0.8_5.csp.txt;1;1079;0x1.b0fccf4066efbp-7;0x0p+0;0x1.04d57386d7c2p-3;0x1.8055555555558p+6;
mtu1_cutstock;BPP_200_750_0.2_0.8_5.csp.txt;1;1078;0x1.24be84fa3f0fbp-5;0x1.78c654268ca07p-8;0x1.01b53a340367fp-3;0x1.8055555555557p+6;
cplex_cutstock;BPP_200_750_0.2_0.8_5.csp.txt;1;655;0x1.6c4f0f3504cd2p+2;0x0p+0;0x1.6b244cbb6f821p-4;0x1.8055555555556p+6;
ukp5_fp_cutstock;BPP_200_75_0.1_0.7_2.csp.txt;1;85;0x1.6ebb8e4fd340cp-11;0x1.2646881c10236p-12;0x1.e3fefa68deb32p-8;0x1.37851eb851eb8p+6;
ukp5_fp_ns_cutstock;BPP_200_75_0.1_0.7_2.csp.txt;1;82;0x1.0b51dc856b531p-11;0x0p+0;0x1.83fdd992b6842p-8;0x1.37851eb851ebap+6;
ukp5_int_cutstock;BPP_200_75_0.1_0.7_2.csp.txt;1;84;0x1.7dd83f6918eaap-11;0x1.ef8d85d3d8c9ap-13;0x1.da73fb0ab3f44p-8;0x1.37851eb851eb7p+6;
ukp5_int_ns_cutstock;BPP_200_75_0.1_0.7_2.csp.txt;1;83;0x1.0801dfb1b476p-11;0x0p+0;0x1.69ba3ac646ee2p-8;0x1.37851eb851eb7p+6;
mtu1_cutstock;BPP_200_75_0.1_0.7_2.csp.txt;1;84;0x1.27d1ab2deba08p-11;0x1.d6bb1e5fcdabep-13;0x1.e6e48c4254496p-8;0x1.37851eb851eb7p+6;
cplex_cutstock;BPP_200_75_0.1_0.7_2.csp.txt;1;87;0x1.12f735003ce6bp-2;0x0p+0;0x1.fc6c5ddd670ap-8;0x1.37851eb851eb8p+6;
ukp5_fp_cutstock;BPP_200_75_0.1_0.8_2.csp.txt;1;107;0x1.e6e4eabf95c69p-11;0x1.65cabdb1847a8p-12;0x1.40c7880bca052p-7;0x1.5b063e7063e7p+6;
ukp5_fp_ns_cutstock;BPP_200_75_0.1_0.8_2.csp.txt;1;124;0x1.09c7eeb06628cp-10;0x0p+0;0x1.84daa357bc077p-7;0x1.5b063e7063e7p+6;
ukp5_int_cutstock;BPP_200_75_0.1_0.8_2.csp.txt;1;117;0x1.a7611c3e68e04p-11;0x1.179d4462ca3e8p-12;0x1.286dcc2520e5ap-7;0x1.5b063e7063e71p+6;
ukp5_int_ns_cutstock;BPP_200_75_0.1_0.8_2.csp.txt;1;119;0x1.dd1d7ce888eafp-11;0x0p+0;0x1.55dbb8bcb9482p-7;0x1.5b063e7063e7p+6;
mtu1_cutstock;BPP_200_75_0.1_0.8_2.csp.txt;1;123;0x1.f871b8a169133p-11;0x1.615153afaa7d6p-12;0x1.6a6fb7954f7f6p-7;0x1.5b063e7063e72p+6;
cplex_cutstock;BPP_200_75_0.1_0.8_2.csp.txt;1;111;0x1.9ab09c3f913a7p-2;0x0p+0;0x1.56d0cd9e95124p-7;0x1.5b063e7063e6fp+6;
ukp5_fp_cutstock;BPP_200_75_0.2_0.7_3.csp.txt;1;85;0x1.a996f8e6975f7p-12;0x1.49bcc017e62e6p-13;0x1.3603698e5b6f5p-8;0x1.7333333333332p+6;
ukp5_fp_ns_cutstock;BPP_200_75_0.2_0.7_3.csp.txt;1;85;0x1.94a944dd54af4p-12;0x0p+0;0x1.31e290ae63804p-8;0x1.7333333333333p+6;
ukp5_int_cutstock;BPP_200_75_0.2_0.7_3.csp.txt;1;86;0x1.89dcebb172062p-11;0x1.171fa3abb8a27p-12;0x1.13c0ff30999d4p-7;0x1.7333333333333p+6;
ukp5_int_ns_cutstock;BPP_200_75_0.2_0.7_3.csp.txt;1;86;0x1.c6b3d073edafcp-12;0x0p+0;0x1.576d2445af8cbp-8;0x1.7333333333333p+6;
mtu1_cutstock;BPP_200_75_0.2_0.7_3.csp.txt;1;86;0x1.36b0c1287ecf4p-11;0x1.a31599445f2aap-13;0x1.a2a7277f537acp-8;0x1.7333333333333p+6;
cplex_cutstock;BPP_200_75_0.2_0.7_3.csp.txt;1;57;0x1.624c7683c87f8p-3;0x0p+0;0x1.fdb8b093b9b94p-9;0x1.7333333333333p+6;
ukp5_fp_cutstock;BPP_200_75_0.2_0.8_6.csp.txt;1;67;0x1.6625342836e6fp-12;0x1.0a318fcd9b875p-13;0x1.fd2ef2e542edep-9;0x1.ccp+6;
ukp5_fp_ns_cutstock;BPP_200_75_0.2_0.8_6.csp.txt;1;67;0x1.017c7944b1d81p-11;0x0p+0;0x1.73b9b1ce2a004p-8;0x1.ccp+6;
ukp5_int_cutstock;BPP_200_75_0.2_0.8_6.csp.txt;1;59;0x1.3c72de2a2883ep-12;0x1.b208f390fe36ep-14;0x1.bf21cf99c1eeep-9;0x1.ccp+6;
ukp5_int_ns_cutstock;BPP_200_75_0.2_0.8_6.csp.txt;1;59;0x1.cc83c0832c338p-11;0x0p+0;0x1.531eaf875b6d4p-7;0x1.ccp+6;
mtu1_cutstock;BPP_200_75_0.2_0.8_6.csp.txt;1;59;0x1.019976f8c999ap-11;0x1.3c0f473d22c28p-13;0x1.4c162132325fcp-8;0x1.ccp+6;
cplex_cutstock;BPP_200_75_0.2_0.8_6.csp.txt;1;56;0x1.f616d98b4c241p-4;0x0p+0;0x1.e80ac96541d6fp-9;0x1.ccp+6;
ukp5_fp_cutstock;BPP_300_1000_0.1_0.7_4.csp.txt;1;1124;0x1.a416f4fddd29bp-5;0x1.c3a1239575363p-7;0x1.dd01fa19fbc38p-2;0x1.e82306b238a91p+6;
ukp5_fp_ns_cutstock;BPP_300_1000_0.1_0.7_4.csp.txt;1;1015;0x1.98077df8a9496p-5;0x0p+0;0x1.d42b9037d7433p-2;0x1.e82306b238a92p+6;
ukp5_int_cutstock;BPP_300_1000_0.1_0.7_4.csp.txt;1;1488;0x1.ee9a34fd964c2p-5;0x1.eb31e588e3f1cp-7;0x1.eaef4728bc14bp-2;0x1.e82306b238a8ep+6;
ukp5_int_ns_cutstock;BPP_300_1000_0.1_0.7_4.csp.txt;1;1519;0x1.c263efb5fd4ap-5;0x0p+0;0x1.d9f1316c44dd8p-2;0x1.e82306b238a8fp+6;
mtu1_cutstock;BPP_300_1000_0.1_0.7_4.csp.txt;1;1487;0x1.c935c68b6a2bbp-4;0x1.cd2cd97cde78ep-7;0x1.e00b5b391ce86p-2;0x1.e82306b238a8dp+6;
cplex_cutstock;BPP_300_1000_0.1_0.7_4.csp.txt;1;946;0x1.11b45393ea9ccp+6;0x0p+0;0x1.d7df41c47087dp-2;0x1.e82306b238a8cp+6;
ukp5_fp_cutstock;BPP_300_1000_0.1_0.8_8.csp.txt;1;1102;0x1.4fe8d7df13652p-5;0x1.a7f1965acad18p-7;0x1.58ecfc7e517b2p-2;0x1.0dab8727c065cp+7;
ukp5_fp_ns_cutstock;BPP_300_1000_0.1_0.8_8.csp.txt;1;1063;0x1.2284554af150ep-5;0x0p+0;0x1.5e0a441e0978p-2;0x1.0dab8727c065ap+7;
ukp5_int_cutstock;BPP_300_1000_0.1_0.8_8.csp.txt;1;1210;0x1.5bd3a07b8b114p-5;0x1.abc8523625228p-7;0x1.4acd5d5a3cfbep-2;0x1.0dab8727c065bp+7;
ukp5_int_ns_cutstock;BPP_300_1000_0.1_0.8_8.csp.txt;1;1209;0x1.25ade84158a12p-5;0x0p+0;0x1.488c33b313709p-2;0x1.0dab8727c065bp+7;
mtu1_cutstock;BPP_300_1000_0.1_0.8_8.csp.txt;1;1204;0x1.89a9dffc99322p-3;0x1.8b690c2a7d22ep-7;0x1.45a3e44b439fep-2;0x1.0dab8727c065dp+7;
cplex_cutstock;BPP_300_1000_0.1_0.8_8.csp.txt;1;821;0x1.bd0ac6c246b6dp+6;0x0p+0;0x1.545a3304edae3p-2;0x1.0dab8727c065ap+7;
ukp5_fp_cutstock;BPP_300_1000_0.2_0.7_1.csp.txt;1;1410;0x1.4292de5854438p-5;0x1.f3616118f498ap-7;0x1.3ceb63996016bp-2;0x1.0a860d507de1dp+7;
ukp5_fp_ns_cutstock;BPP_300_1000_0.2_0.7_1.csp.txt;1;1438;0x1.012d5f923f65fp-5;0x0p+0;0x1.3aaa7f33d68b3p-2;0x1.0a860d507de1dp+7;
ukp5_int_cutstock;BPP_300_1000_0.2_0.7_1.csp.txt;1;1463;0x1.3151fef2b12fdp-5;0x1.bd53eadb221cdp-7;0x1.4bb9ed438735cp-2;0x1.0a860d507de1bp+7;
ukp5_int_ns_cutstock;BPP_300_1000_0.2_0.7_1.csp.txt;1;1459;0x1.fe8db5c6dd04ep-6;0x0p+0;0x1.4daa5d13dfe48p-2;0x1.0a860d507de1cp+7;
mtu1_cutstock;BPP_300_1000_0.2_0.7_1.csp.txt;1;1454;0x1.045fc67ded048p-2;0x1.b1a0fdcd31075p-7;0x1.51b330e6ca1bap-2;0x1.0a860d507de1cp+7;
cplex_cutstock;BPP_300_1000_0.2_0.7_1.csp.txt;1;815;0x1.75364c8502a2bp+7;0x0p+0;0x1.ca22477d98066p-3;0x1.0a860d507de1bp+7;
ukp5_fp_cutstock;BPP_300_1000_0.2_0.8_9.csp.txt;1;2513;0x1.7e5d850526ca4p-5;0x1.8467be553ac57p-6;0x1.bf76bf8b2bfe6p-2;0x1.37p+7;
ukp5_fp_ns_cutstock;BPP_300_1000_0.2_0.8_9.csp.txt;1;2584;0x1.5e27dd2d86e54p-5;0x0p+0;0x1.c71e8d3c71a8bp-2;0x1.37p+7;
ukp5_int_cutstock;BPP_300_1000_0.2_0.8_9.csp.txt;1;2586;0x1.73e2bf971e028p-5;0x1.5c20e607390cap-6;0x1.d07bad394d6dfp-2;0x1.37p+7;
ukp5_int_ns_cutstock;BPP_300_1000_0.2_0.8_9.csp.txt;1;2586;0x1.539a5e90841cfp-5;0x0p+0;0x1.c2cf5c4095141p-2;0x1.37p+7;
mtu1_cutstock;BPP_300_1000_0.2_0.8_9.csp.txt;1;2439;0x1.3ec256f47ade2p-3;0x1.386c45d70262ap-6;0x1.aeeb3ee3fca58p-2;0x1.37p+7;
cplex_cutstock;BPP_300_1000_0.2_0.8_9.csp.txt;1;1117;0x1.e372120588781p+3;0x0p+0;0x1.bffa7eb6bf441p-3;0x1.37p+7;
ukp5_fp_cutstock;BPP_300_100_0.1_0.7_7.csp.txt;1;127;0x1.58008bdad8edfp-10;0x1.0111197a46e57p-11;0x1.b06b514b90e6dp-7;0x1.dc851eb851ebap+6;
ukp5_fp_ns_cutstock;BPP_300_100_0.1_0.7_7.csp.txt;1;139;0x1.3bea5e4f8dffp-10;0x0p+0;0x1.e1aec8cd30419p-7;0x1.dc851eb851eb7p+6;
ukp5_int_cutstock;BPP_300_100_0.1_0.7_7.csp.txt;1;132;0x1.5333d9a1468c4p-10;0x1.b91b02ff7d92dp-12;0x1.bfb5fa9ab2c0dp-7;0x1.dc851eb851eb8p+6;
ukp5_int_ns_cutstock;BPP_300_100_0.1_0.7_7.csp.txt;1;132;0x1.3deb0354da5dcp-10;0x0p+0;0x1.ca3de274e5ec2p-7;0x1.dc851eb851eb8p+6;
mtu1_cutstock;BPP_300_100_0.1_0.7_7.csp.txt;1;132;0x1.186fc9a2b2027p-10;0x1.b9c464fce271fp-12;0x1.cacf6f7206609p-7;0x1.dc851eb851eb8p+6;
cplex_cutstock;BPP_300_100_0.1_0.7_7.csp.txt;1;122;0x1.ed1046380c7abp-2;0x0p+0;0x1.9b010f6bfb1d4p-7;0x1.dc851eb851eb9p+6;
ukp5_fp_cutstock;BPP_300_100_0.1_0.8_8.csp.txt;1;178;0x1.e2d87cd9447fbp-10;0x1.70b9b7ad6712p-11;0x1.4accfe871544p-6;0x1.0b70a3d70a3d7p+7;
ukp5_fp_ns_cutstock;BPP_300_100_0.1_0.8_8.csp.txt;1;191;0x1.d93b565384f32p-10;0x0p+0;0x1.5fa0877d15071p-6;0x1.0b70a3d70a3d7p+7;
ukp5_int_cutstock;BPP_300_100_0.1_0.8_8.csp.txt;1;174;0x1.bba5d55e8e22p-10;0x1.2a3f5d7ccc9e4p-11;0x1.21a500d5e8d55p-6;0x1.0b70a3d70a3d8p+7;
ukp5_int_ns_cutstock;BPP_300_100_0.1_0.8_8.csp.txt;1;187;0x1.c6454935531e3p-10;0x0p+0;0x1.4364f69c207f1p-6;0x1.0b70a3d70a3d8p+7;
mtu1_cutstock;BPP_300_100_0.1_0.8_8.csp.txt;1;181;0x1.d89baf6ade92cp-10;0x1.3efe7eb1c7f4fp-11;0x1.32f43d42f0594p-6;0x1.0b70a3d70a3d6p+7;
cplex_cutstock;BPP_300_100_0.1_0.8_8.csp.txt;1;168;0x1.f3f1c70ac9904p-1;0x0p+0;0x1.364d699544f64p-6;0x1.0b70a3d70a3d8p+7;
ukp5_fp_cutstock;BPP_300_100_0.2_0.7_9.csp.txt;1;157;0x1.19e1c2411c6edp-10;0x1.c2f5c4a3ef9ap-12;0x1.6b6bdca5907b5p-7;0x1.11c30c30c30c3p+7;
ukp5_fp_ns_cutstock;BPP_300_100_0.2_0.7_9.csp.txt;1;155;0x1.096a61f390051p-10;0x0p+0;0x1.57d31032d3111p-7;0x1.11c30c30c30c4p+7;
ukp5_int_cutstock;BPP_300_100_0.2_0.7_9.csp.txt;1;151;0x1.0cbd1f272f109p-10;0x1.8730f277677bdp-12;0x1.5b31f51a9ebcep-7;0x1.11c30c30c30c4p+7;
ukp5_int_ns_cutstock;BPP_300_100_0.2_0.7_9.csp.txt;1;151;0x1.0da15be35e3c5p-10;0x0p+0;0x1.82f0e4f3ceddep-7;0x1.11c30c30c30c4p+7;
mtu1_cutstock;BPP_300_100_0.2_0.7_9.csp.txt;1;151;0x1.37277858c603ep-10;0x1.8a1e6b3ed71a2p-12;0x1.66aab3363c96cp-7;0x1.11c30c30c30c4p+7;
cplex_cutstock;BPP_300_100_0.2_0.7_9.csp.txt;1;132;0x1.49c7b8c45fc96p-1;0x0p+0;0x1.47d0bde1e72a1p-7;0x1.11c30c30c30c3p+7;
ukp5_fp_cutstock;BPP_300_100_0.2_0.8_2.csp.txt;1;135;0x1.106fb13539143p-10;0x1.d71481f5c1961p-12;0x1.49977ad2d16b3p-7;0x1.314p+7;
ukp5_fp_ns_cutstock;BPP_300_100_0.2_0.8_2.csp.txt;1;158;0x1.edd1eee4688e8p-11;0x0p+0;0x1.442c9ff12195ep-7;0x1.314p+7;
ukp5_int_cutstock;BPP_300_100_0.2_0.8_2.csp.txt;1;144;0x1.ed0d4de021828p-11;0x1.8e4e036587909p-12;0x1.39b88200e5721p-7;0x1.314p+7;
ukp5_int_ns_cutstock;BPP_300_100_0.2_0.8_2.csp.txt;1;144;0x1.0cc0adafa6205p-10;0x0p+0;0x1.5cf9d61a53688p-7;0x1.314p+7;
mtu1_cutstock;BPP_300_100_0.2_0.8_2.csp.txt;1;145;0x1.02caad0451ebbp-10;0x1.6c21f85e873p-12;0x1.285e701a3bb7bp-7;0x1.314p+7;
cplex_cutstock;BPP_300_100_0.2_0.8_2.csp.txt;1;122;0x1.57a35a5173ffdp-2;0x0p+0;0x1.202a689a84614p-7;0x1.314p+7;
ukp5_fp_cutstock;BPP_300_120_0.1_0.7_2.csp.txt;1;152;0x1.af129f0b6ae49p-10;0x1.5f97145928654p-11;0x1.17d54b6ddef81p-6;0x1.e311111111112p+6;
ukp5_fp_ns_cutstock;BPP_300_120_0.1_0.7_2.csp.txt;1;159;0x1.9be1eab8927aap-10;0x0p+0;0x1.2ae77e6db2fa9p-6;0x1.e31111111110fp+6;
ukp5_int_cutstock;BPP_300_120_0.1_0.7_2.csp.txt;1;161;0x1.c722355670718p-10;0x1.33b711a498256p-11;0x1.3af4324170b89p-6;0x1.e31111111111p+6;
ukp5_int_ns_cutstock;BPP_300_120_0.1_0.7_2.csp.txt;1;161;0x1.af16c8324d1e2p-10;0x0p+0;0x1.399e60978937fp-6;0x1.e31111111111p+6;
mtu1_cutstock;BPP_300_120_0.1_0.7_2.csp.txt;1;158;0x1.7c00569207ffep-10;0x1.303e02bc6a4b5p-11;0x1.2b07d7201e13fp-6;0x1.e31111111111p+6;
cplex_cutstock;BPP_300_120_0.1_0.7_2.csp.txt;1;153;0x1.8b79fb7737cd8p-1;0x0p+0;0x1.2c897a2b84011p-6;0x1.e311111111112p+6;
ukp5_fp_cutstock;BPP_300_120_0.1_0.8_0.csp.txt;1;224;0x1.70c268786d01cp-9;0x1.210747d918c6cp-10;0x1.d31a0d0b451c5p-6;0x1.0b93193193193p+7;
ukp5_fp_ns_cutstock;BPP_300_120_0.1_0.8_0.csp.txt;1;222;0x1.4f1736cab9c45p-9;0x0p+0;0x1.e0a1093e5bf55p-6;0x1.0b93193193193p+7;
ukp5_int_cutstock;BPP_300_120_0.1_0.8_0.csp.txt;1;226;0x1.3f70e1c80f2b5p-9;0x1.bf4aa58d0f3f3p-11;0x1.858e8a46eb4cp-6;0x1.0b93193193191p+7;
ukp5_int_ns_cutstock;BPP_300_120_0.1_0.8_0.csp.txt;1;227;0x1.2dde8a8f658e3p-9;0x0p+0;0x1.90bb3c5f34767p-6;0x1.0b93193193191p+7;
mtu1_cutstock;BPP_300_120_0.1_0.8_0.csp.txt;1;229;0x1.68022e13cac97p-9;0x1.cd7c30635b555p-11;0x1.9d146da0417e8p-6;0x1.0b93193193193p+7;
cplex_cutstock;BPP_300_120_0.1_0.8_0.csp.txt;1;210;0x1.7649c3d0464b9p+0;0x0p+0;0x1.b6659368e42adp-6;0x1.0b93193193192p+7;
ukp5_fp_cutstock;BPP_300_120_0.2_0.7_8.csp.txt;1;199;0x1.7dd1df52adc46p-10;0x1.4ade86c4bbed6p-11;0x1.c2743d5869e85p-7;0x1.14p+7;
ukp5_fp_ns_cutstock;BPP_300_120_0.2_0.7_8.csp.txt;1;192;0x1.36d655e28aa45p-10;0x0p+0;0x1.8955580ffb399p-7;0x1.1400000000001p+7;
ukp5_int_cutstock;BPP_300_120_0.2_0.7_8.csp.txt;1;201;0x1.7176b23060bd4p-10;0x1.1aeaf918ec465p-11;0x1.b8611ec2a79ebp-7;0x1.14p+7;
ukp5_int_ns_cutstock;BPP_300_120_0.2_0.7_8.csp.txt;1;201;0x1.5a0d89f8b428cp-10;0x0p+0;0x1.afc6d1240e411p-7;0x1.14p+7;
